id,product_code,name,category_name,category_slug,price,stock_qty,status,image_url,slug,created_at
1995,MH-001995,"Man hinh BENQ Màn hình BenQ PD2706U ( 27 inch, IPS, 4K UHD (3840×2160), HDR10, DisplayHDR 400 ) - MH-001995",Man hinh,man-hinh,8560000.00,36,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-10-02t141105.386_fc30aac8313246cbacf8373eee995117.png,man-hinh-benq-man-hinh-benq-pd2706u-27-inch-ips-4k-uhd-38402160-hdr10-displayhdr-400-mh-001995-1995,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
1996,MH-001996,Man hinh KAH Giá đỡ màn hình HyperWork Core Arm SA01 - MH-001996,Man hinh,man-hinh,8730000.00,37,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-09-14t112147.649_a1de5ac3bc71474eac2514642bb00a17.png,man-hinh-kah-gia-o-man-hinh-hyperwork-core-arm-sa01-mh-001996-1996,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
1997,MH-001997,Man hinh ASUS Màn hình Asus ROG Strix XG27AQDMG (27 inch/QHD/WOLED/240Hz/0.03ms) - MH-001997,Man hinh,man-hinh,8900000.00,38,active,https://cdn.hstatic.net/products/200000637319/image__74__a94ffc8baf3d456f8ef1ff4b7d651de6.png,man-hinh-asus-man-hinh-asus-rog-strix-xg27aqdmg-27-inchqhdwoled240hz003ms-mh-001997-1997,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
1998,MH-001998,Man hinh LG Màn hình LG 24U631A-B (23.8 inch/QHD/IPS/100Hz/5ms/USB-C 15W) - MH-001998,Man hinh,man-hinh,9070000.00,39,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-08-12t094118.453_5882683182154e65b14a68f673a04e18.png,man-hinh-lg-man-hinh-lg-24u631a-b-238-inchqhdips100hz5msusb-c-15w-mh-001998-1998,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
1999,MH-001999,Man hinh LG Màn hình LG 24U411A-B (23.8 inch/FHD/IPS/120Hz/1ms) - MH-001999,Man hinh,man-hinh,9240000.00,40,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-08-12t092928.816_b1aa41ed1da04a5a96deb68e1e4fc42d.png,man-hinh-lg-man-hinh-lg-24u411a-b-238-inchfhdips120hz1ms-mh-001999-1999,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2000,MH-002000,Man hinh LG Màn hình LG UltraGear 34GX90SA-W (34 inch/WQHD/OLED/240Hz/0.03ms/webOS/cong) - MH-002000,Man hinh,man-hinh,9410000.00,41,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-08-12t091942.320_6401edc91fb04aad813381a040f0cbfb.png,man-hinh-lg-man-hinh-lg-ultragear-34gx90sa-w-34-inchwqhdoled240hz003msweboscong-mh-002000-2000,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2001,MH-002001,Man hinh LG Màn hình LG UltraGear 27G850A-B (27 inch/Nano IPS/UHD-240Hz/FHD-480Hz/1ms) - MH-002001,Man hinh,man-hinh,3290000.00,42,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-08-12t090210.215_1c46bbb5b68c4f4faf123197fc596023.png,man-hinh-lg-man-hinh-lg-ultragear-27g850a-b-27-inchnano-ipsuhd-240hzfhd-480hz1ms-mh-002001-2001,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2002,MH-002002,Man hinh LG Màn hình LG 27GP750-B 27 inch UltraGear™ FHD 240Hz IPS - MH-002002,Man hinh,man-hinh,3460000.00,43,active,https://cdn.hstatic.net/products/200000637319/image__100__3c0c92325fd3460e8b8ef420058eac45.png,man-hinh-lg-man-hinh-lg-27gp750-b-27-inch-ultragear-fhd-240hz-ips-mh-002002-2002,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2003,MH-002003,Man hinh DELL Màn Hình Dell P2425H (23.8 inch - FHD - IPS - 100Hz - 5ms - USB TypeC) - MH-002003,Man hinh,man-hinh,3630000.00,44,active,https://cdn.hstatic.net/products/200000637319/image__94__08548b82cafd480a8a6ae3ea22296e7a.png,man-hinh-dell-man-hinh-dell-p2425h-238-inch-fhd-ips-100hz-5ms-usb-typec-mh-002003-2003,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2004,MH-002004,Man hinh BENQ Màn hình BenQ GW2780T | 27 inch - IPS - 60Hz - 5ms - MH-002004,Man hinh,man-hinh,3800000.00,45,active,https://cdn.hstatic.net/products/200000637319/image__87__018c18577e264f7c9d6341a43ab4cffb.png,man-hinh-benq-man-hinh-benq-gw2780t-27-inch-ips-60hz-5ms-mh-002004-2004,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2005,MH-002005,Man hinh BENQ Màn hình BenQ GW2780 (27 inch/FHD/IPS/60Hz/5ms/250 nits/HDMI+DP+VGA+Audio/Loa) - MH-002005,Man hinh,man-hinh,3970000.00,46,active,https://cdn.hstatic.net/products/200000637319/image__83__1323deba1b2d49b1a75c028288c7039b.png,man-hinh-benq-man-hinh-benq-gw2780-27-inchfhdips60hz5ms250-nitshdmidpvgaaudioloa-mh-002005-2005,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2006,MH-002006,Man hinh VIEWSONIC Màn Hình ViewSonic VA2432A-H (23.8 inch - IPS - FHD - 120Hz - 1ms) - MH-002006,Man hinh,man-hinh,4140000.00,47,active,https://cdn.hstatic.net/products/200000637319/image__79__a08756f7b2664628b8dc0e2cd3fa10f2.png,man-hinh-viewsonic-man-hinh-viewsonic-va2432a-h-238-inch-ips-fhd-120hz-1ms-mh-002006-2006,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2007,MH-002007,Man hinh VIEWSONIC Màn Hình ViewSonic VX2758A-2K-PRO-3 27 Inch 2K IPS 240Hz - MH-002007,Man hinh,man-hinh,4310000.00,48,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-08-04t090418.720_b330688d472a41379ad291c215e0bb60.png,man-hinh-viewsonic-man-hinh-viewsonic-vx2758a-2k-pro-3-27-inch-2k-ips-240hz-mh-002007-2007,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2008,MH-002008,Man hinh MSI Màn hình MSI Pro MP225V (21.45 inch/FHD/VA/100Hz/1ms) - MH-002008,Man hinh,man-hinh,4480000.00,49,active,https://cdn.hstatic.net/products/200000637319/1024_9600d0e24d2f4c4d94074029ee5acee6.png,man-hinh-msi-man-hinh-msi-pro-mp225v-2145-inchfhdva100hz1ms-mh-002008-2008,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2009,MH-002009,Man hinh MSI Màn Hình MSI PRO MP242A E2 (23.8 inch - IPS - FHD - 120Hz - 1ms - Speaker) - MH-002009,Man hinh,man-hinh,4650000.00,50,active,https://cdn.hstatic.net/products/200000637319/1024_8e18017a2c584dedafda7f33fe0e510a.png,man-hinh-msi-man-hinh-msi-pro-mp242a-e2-238-inch-ips-fhd-120hz-1ms-speaker-mh-002009-2009,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2010,MH-002010,"Man hinh MSI Màn hình MSI MAG 255F E20 25"" Rapid IPS 200Hz chuyên game - MH-002010",Man hinh,man-hinh,4820000.00,51,active,https://cdn.hstatic.net/products/200000637319/1024_50c5ed9e8fe743dd903322f4c95a450a.png,man-hinh-msi-man-hinh-msi-mag-255f-e20-25-rapid-ips-200hz-chuyen-game-mh-002010-2010,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2011,MH-002011,Man hinh MSI Màn Hình Gaming MSI MAG 274F (27 inch - IPS - FHD - 200Hz - 0.5ms) - MH-002011,Man hinh,man-hinh,4990000.00,52,active,https://cdn.hstatic.net/products/200000637319/1024_a59db0b5ccdb45e7b795f7008042e81f.png,man-hinh-msi-man-hinh-gaming-msi-mag-274f-27-inch-ips-fhd-200hz-05ms-mh-002011-2011,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2012,MH-002012,"Man hinh MSI Màn hình MSI MAG 255PXF 25"" Rapid IPS 300Hz Gsync chuyên game - MH-002012",Man hinh,man-hinh,5160000.00,53,active,https://cdn.hstatic.net/products/200000637319/1024_47c966e5a8604fa7b31eed4691db7aef.png,man-hinh-msi-man-hinh-msi-mag-255pxf-25-rapid-ips-300hz-gsync-chuyen-game-mh-002012-2012,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2013,MH-002013,"Man hinh MSI Màn hình MSI G274QPF E2 27"" Rapid IPS 2K 180Hz chuyên game - MH-002013",Man hinh,man-hinh,5330000.00,54,active,https://cdn.hstatic.net/products/200000637319/1024_d68e19505bbe49e7a49d6731bdc01428.png,man-hinh-msi-man-hinh-msi-g274qpf-e2-27-rapid-ips-2k-180hz-chuyen-game-mh-002013-2013,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2014,MH-002014,"Man hinh MSI Màn hình MSI MAG 274QRFW 27"" Rapid IPS 2K 180Hz chuyên game - MH-002014",Man hinh,man-hinh,5500000.00,55,active,https://cdn.hstatic.net/products/200000637319/1024_13d5c96dc20f45fe9a18f2df7a2d2597.png,man-hinh-msi-man-hinh-msi-mag-274qrfw-27-rapid-ips-2k-180hz-chuyen-game-mh-002014-2014,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2015,MH-002015,"Man hinh MSI Màn hình MSI MAG 274QF X24 27"" Rapid IPS 2K 240Hz chuyên game - MH-002015",Man hinh,man-hinh,5670000.00,56,active,https://cdn.hstatic.net/products/200000637319/1024_3fdc9f33f6f747be8817af12454af6fc.png,man-hinh-msi-man-hinh-msi-mag-274qf-x24-27-rapid-ips-2k-240hz-chuyen-game-mh-002015-2015,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2016,MH-002016,"Man hinh MSI Màn hình MSI MAG 273QP QD-OLED X24 27"" QD-OLED 2K 240Hz - MH-002016",Man hinh,man-hinh,5840000.00,57,active,https://cdn.hstatic.net/products/200000637319/1024_9b4ea31c85a946baa5cae15c534ad636.png,man-hinh-msi-man-hinh-msi-mag-273qp-qd-oled-x24-27-qd-oled-2k-240hz-mh-002016-2016,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2017,MH-002017,"Man hinh MSI Màn hình MSI MPG 272URX QD-OLED 27"" QD-OLED 4K 240Hz chuyên game - MH-002017",Man hinh,man-hinh,6010000.00,58,active,https://cdn.hstatic.net/products/200000637319/1024_fad415a273604a2cb9d23452aba594fe.png,man-hinh-msi-man-hinh-msi-mpg-272urx-qd-oled-27-qd-oled-4k-240hz-chuyen-game-mh-002017-2017,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2018,MH-002018,"Man hinh MSI Màn hình MSI MPG 321URXW QD-OLED 32"" QD-LED 4K 240Hz chuyên game - MH-002018",Man hinh,man-hinh,6180000.00,59,active,https://cdn.hstatic.net/products/200000637319/1024_8a33b35cece44826aac832b060322fe5.png,man-hinh-msi-man-hinh-msi-mpg-321urxw-qd-oled-32-qd-led-4k-240hz-chuyen-game-mh-002018-2018,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2019,MH-002019,"Man hinh MSI Màn hình MSI MPG 322URX QD-OLED 32"" QD-LED 4K 240Hz chuyên game - MH-002019",Man hinh,man-hinh,6350000.00,60,active,https://cdn.hstatic.net/products/200000637319/1024_51420cb1dafe410f8e5a0ef09919ddd1.png,man-hinh-msi-man-hinh-msi-mpg-322urx-qd-oled-32-qd-led-4k-240hz-chuyen-game-mh-002019-2019,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2020,MH-002020,"Man hinh MSI Màn hình cong MSI MPG 341CQPX QD-OLED 34"" QD-OLED 2K 240Hz chuyên game - MH-002020",Man hinh,man-hinh,6520000.00,61,active,https://cdn.hstatic.net/products/200000637319/1024_705f30fd78884abebbd56b00d870cd11.png,man-hinh-msi-man-hinh-cong-msi-mpg-341cqpx-qd-oled-34-qd-oled-2k-240hz-chuyen-game-mh-002020-2020,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2021,MH-002021,"Man hinh MSI Màn hình MSI MAG 275QF - 27"" 2K Rapid IPs 180Hz - MH-002021",Man hinh,man-hinh,6690000.00,62,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-13t132842.360_6febf6d6e66e4604bbeeee54ac9361de.png,man-hinh-msi-man-hinh-msi-mag-275qf-27-2k-rapid-ips-180hz-mh-002021-2021,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2022,MH-002022,"Man hinh MSI Màn hình gaming MSI MAG 272F X24 - 27"" FHD Rapid IPs 240Hz - MH-002022",Man hinh,man-hinh,6860000.00,63,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-13t132359.277_7b3f76c53e1141a39bf1039e7438c04a.png,man-hinh-msi-man-hinh-gaming-msi-mag-272f-x24-27-fhd-rapid-ips-240hz-mh-002022-2022,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2023,MH-002023,"Man hinh MSI Màn hình gaming MSI MAG 274F - 27"" FHD Rapid IPs 200Hz - MH-002023",Man hinh,man-hinh,7030000.00,64,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-13t131446.510_aa9c257407cc4a49be278222bbf67c4f.png,man-hinh-msi-man-hinh-gaming-msi-mag-274f-27-fhd-rapid-ips-200hz-mh-002023-2023,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2024,MH-002024,"Man hinh MSI Màn hình cong MSI MPG 491CQP QD-OLED 49"" QD-OLED 2K 144Hz chuyên game - MH-002024",Man hinh,man-hinh,7200000.00,5,active,https://cdn.hstatic.net/products/200000637319/1024_a79708aae767402088601037fa12bf2c.png,man-hinh-msi-man-hinh-cong-msi-mpg-491cqp-qd-oled-49-qd-oled-2k-144hz-chuyen-game-mh-002024-2024,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2025,MH-002025,"Man hinh MSI Màn hình gaming MSI MAG 275F - 27"" FHD Rapid IPs 180Hz - MH-002025",Man hinh,man-hinh,7370000.00,6,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-12t143126.594_a1907f3848cf49b986ca925bbb50455f.png,man-hinh-msi-man-hinh-gaming-msi-mag-275f-27-fhd-rapid-ips-180hz-mh-002025-2025,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2026,MH-002026,"Man hinh MSI Màn hình gaming MSI MAG 255XF - 25"" Rapid IPS 300Hz - MH-002026",Man hinh,man-hinh,7540000.00,7,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-12t140546.209_0dcd989243c04526b1732d6d3b4802b9.png,man-hinh-msi-man-hinh-gaming-msi-mag-255xf-25-rapid-ips-300hz-mh-002026-2026,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2027,MH-002027,"Man hinh MSI Màn hình gaming MSI MAG 244F - 23.8"" Rapid IPs 200Hz - MH-002027",Man hinh,man-hinh,7710000.00,8,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-12t135036.533_32dd3a0a5b9447008dc13f5e1a27499a.png,man-hinh-msi-man-hinh-gaming-msi-mag-244f-238-rapid-ips-200hz-mh-002027-2027,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2028,MH-002028,"Man hinh MSI Màn hình gaming MSI G244F E2 - 23.8"" Rapid IPs 180Hz - MH-002028",Man hinh,man-hinh,7880000.00,9,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-12t133942.513_81e5535306a34c71adca13fdf1b76156.png,man-hinh-msi-man-hinh-gaming-msi-g244f-e2-238-rapid-ips-180hz-mh-002028-2028,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2029,MH-002029,Man hinh VIEWSONIC Màn hình Gaming ViewSonic XG2736-2K - MH-002029,Man hinh,man-hinh,8050000.00,10,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-08t150218.699_e02cb317269d4347b5d79dedc7b85d00.png,man-hinh-viewsonic-man-hinh-gaming-viewsonic-xg2736-2k-mh-002029-2029,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2030,MH-002030,Man hinh KAH Giá đỡ màn hình HyperWork Flexus - MH-002030,Man hinh,man-hinh,8220000.00,11,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-04t141214.464_a3eaf0dd8ef54571b7036002d0f3cdd4.png,man-hinh-kah-gia-o-man-hinh-hyperwork-flexus-mh-002030-2030,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2031,MH-002031,Man hinh VIEWSONIC Màn Hình Gaming ViewSonic VX2758A-2K-PRO-4 (27 inch - IPS - 2K - 180Hz - 1ms) - MH-002031,Man hinh,man-hinh,8390000.00,12,active,https://product.hstatic.net/200000637319/product/image_-_2025-06-27t174048.995_02cd8bc861f14c28bd5cdb582853cdd1.png,man-hinh-viewsonic-man-hinh-gaming-viewsonic-vx2758a-2k-pro-4-27-inch-ips-2k-180hz-1ms-mh-002031-2031,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2032,MH-002032,Man hinh LG Màn Hình LG 27U631A-B (27 inch/QHD/IPS/100Hz/5ms/USB-C 15W) - MH-002032,Man hinh,man-hinh,8560000.00,13,active,https://product.hstatic.net/200000637319/product/image_-_2025-06-24t084807.284_b1c1817717994e8bb36bff560999b35c.png,man-hinh-lg-man-hinh-lg-27u631a-b-27-inchqhdips100hz5msusb-c-15w-mh-002032-2032,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2033,MH-002033,Man hinh ASUS Màn hình Asus TUF Gaming VG249Q3R (24 Inch/ FHD/ IPS/ 180Hz/ 1ms) - MH-002033,Man hinh,man-hinh,8730000.00,14,active,https://product.hstatic.net/200000637319/product/12035_man_hinh_asus_tuf_gaming_vg249q3r_pcm_6_50d8d81174014850b6da8ed0bf567180.png,man-hinh-asus-man-hinh-asus-tuf-gaming-vg249q3r-24-inch-fhd-ips-180hz-1ms-mh-002033-2033,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2034,MH-002034,Man hinh ASUS Màn hình ASUS TUF VG34VQL3A (34 inch/WQHD/VA/180Hz/1ms/loa/cong) - MH-002034,Man hinh,man-hinh,8900000.00,15,active,https://product.hstatic.net/200000637319/product/image_-_2025-05-19t092829.654_14c25726e0ef4b54b8708d1e62c050be.png,man-hinh-asus-man-hinh-asus-tuf-vg34vql3a-34-inchwqhdva180hz1msloacong-mh-002034-2034,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2035,MH-002035,Man hinh KAH Giá đỡ màn hình Hyperwork T9 Pro III - MH-002035,Man hinh,man-hinh,9070000.00,16,active,https://product.hstatic.net/200000637319/product/image_-_2025-05-07t113209.245_ba56fffe7cb040729ad0dda160bb1c52.png,man-hinh-kah-gia-o-man-hinh-hyperwork-t9-pro-iii-mh-002035-2035,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2036,MH-002036,Man hinh AOC Màn hình AOC Q27G11E (27 inch/QHD/IPS/180Hz/0.5ms) - MH-002036,Man hinh,man-hinh,9240000.00,17,active,https://product.hstatic.net/200000637319/product/image__10__7f25658e9d6d4c7a9fb1c55aca4be239.png,man-hinh-aoc-man-hinh-aoc-q27g11e-27-inchqhdips180hz05ms-mh-002036-2036,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2037,MH-002037,Man hinh VIEWSONIC Màn Hình Gaming ViewSonic VX2457A-HD-PRO - MH-002037,Man hinh,man-hinh,9410000.00,18,active,https://product.hstatic.net/200000637319/product/image_-_2025-04-16t125103.276_a9091cc2ae9f4485ba7c773e92edf6f5.png,man-hinh-viewsonic-man-hinh-gaming-viewsonic-vx2457a-hd-pro-mh-002037-2037,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2038,MH-002038,Man hinh VIEWSONIC Màn Hình ViewSonic VA2708-2K-MHD 27Inch/QHD 2K/IPS/100Hz - MH-002038,Man hinh,man-hinh,3290000.00,19,active,https://product.hstatic.net/200000637319/product/image_-_2025-04-16t114218.081_9de5d4312ebc4faca9c98c74367003f2.png,man-hinh-viewsonic-man-hinh-viewsonic-va2708-2k-mhd-27inchqhd-2kips100hz-mh-002038-2038,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2039,MH-002039,Man hinh KAH Màn hình Edra EGM27Q100P (27 inch/QHD/IPS/100Hz/1ms) - MH-002039,Man hinh,man-hinh,3460000.00,20,active,https://product.hstatic.net/200000637319/product/image_-_2025-04-08t095716.760_d6b3789b441a4eba9bc6f41ff1e53e18.png,man-hinh-kah-man-hinh-edra-egm27q100p-27-inchqhdips100hz1ms-mh-002039-2039,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2040,MH-002040,Man hinh LG Màn hình LG 27MS550 (27 inch/FHD/IPS/100Hz/5ms) - MH-002040,Man hinh,man-hinh,3630000.00,21,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t130358.467_d88aae02aaeb48ad854d220b3f0dde6b.png,man-hinh-lg-man-hinh-lg-27ms550-27-inchfhdips100hz5ms-mh-002040-2040,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2041,MH-002041,Man hinh LG Màn Hình LG 24MS550-B (23.8 inch/FHD/IPS/100Hz/5ms) - MH-002041,Man hinh,man-hinh,3800000.00,22,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t130358.467_2f3fb14d521b4660b8bb11753605792b.png,man-hinh-lg-man-hinh-lg-24ms550-b-238-inchfhdips100hz5ms-mh-002041-2041,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2042,MH-002042,Man hinh LG Màn Hình LG UltraGear 27GX790A (27 inch/QHD/OLED/480Hz/0.03ms) - MH-002042,Man hinh,man-hinh,3970000.00,23,active,https://cdn.hstatic.net/products/200000637319/image_-_2025-07-14t113926.506_8a682705713d4f75b54734924a791cfc.png,man-hinh-lg-man-hinh-lg-ultragear-27gx790a-27-inchqhdoled480hz003ms-mh-002042-2042,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2043,MH-002043,Man hinh LG Màn hình LG 27GS50F-B (27 inch/FHD/VA/180Hz/1ms) - MH-002043,Man hinh,man-hinh,4140000.00,24,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t122031.006_90e43261c6c04a2882d5a3dfa89d4f5c.png,man-hinh-lg-man-hinh-lg-27gs50f-b-27-inchfhdva180hz1ms-mh-002043-2043,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2044,MH-002044,Man hinh LG Màn hình LG MyView 25SR50F-W (24.5 inch/FHD/IPS/8ms/Loa/webOS 23) - MH-002044,Man hinh,man-hinh,4310000.00,25,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t115609.850_8ba4b056b21a40fcbed186733ebe934a.png,man-hinh-lg-man-hinh-lg-myview-25sr50f-w-245-inchfhdips8msloawebos-23-mh-002044-2044,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2045,MH-002045,Man hinh LG Màn hình LG UltraGear 27GS65F-B (27 inch/FHD/IPS/180Hz/1ms) - MH-002045,Man hinh,man-hinh,4480000.00,26,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t113637.020_9f6be365fb4c414f81fb476371fc28a4.png,man-hinh-lg-man-hinh-lg-ultragear-27gs65f-b-27-inchfhdips180hz1ms-mh-002045-2045,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2046,MH-002046,Man hinh LG Màn hình LG UltraGear 24GS60F-B (23.8 inch/FHD/IPS/180Hz/1ms) - MH-002046,Man hinh,man-hinh,4650000.00,27,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t112845.067_65298bd60d1348beaca7810a655fdf78.png,man-hinh-lg-man-hinh-lg-ultragear-24gs60f-b-238-inchfhdips180hz1ms-mh-002046-2046,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2047,MH-002047,Man hinh LG Màn hình LG UltraGear 24GS65F-B (23.8 inch/FHD/IPS/180Hz/1ms) - MH-002047,Man hinh,man-hinh,4820000.00,28,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t111743.399_6fa2f6d98a9044c6881f72547b2f0de0.png,man-hinh-lg-man-hinh-lg-ultragear-24gs65f-b-238-inchfhdips180hz1ms-mh-002047-2047,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2048,MH-002048,Man hinh LG Hình ảnh chụp sản phẩm Video sản phẩm Thông số kỹ thuật Màn hình LG UltraWide 26WQ500-B (25.7 inch/FHD/IPS/75Hz/5ms) - MH-002048,Man hinh,man-hinh,4990000.00,29,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t110825.759_ff284a95c86c48eebfe5ec48efd776d7.png,man-hinh-lg-hinh-anh-chup-san-pham-video-san-pham-thong-so-ky-thuat-man-hinh-lg-ultrawide-26wq500-b-257-inchfhdips75hz5ms-mh-002048-2048,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2049,MH-002049,Man hinh LG Màn Hình LG 27UP600K (27 inch/UHD/IPS/60Hz/5ms) - MH-002049,Man hinh,man-hinh,5160000.00,30,active,https://product.hstatic.net/200000637319/product/image_-_2025-03-15t105632.342_5b75f2cff89e475caab1798bff1fbe39.png,man-hinh-lg-man-hinh-lg-27up600k-27-inchuhdips60hz5ms-mh-002049-2049,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2050,MH-002050,Man hinh KAH Màn hình Edra EGM27Q165P (27 inch/QHD/IPS/165Hz/0.5ms) - MH-002050,Man hinh,man-hinh,5330000.00,31,active,https://product.hstatic.net/200000637319/product/image_-_2025-01-02t151209.321_470bd8fa9f5e4e03a769dcc67c5ef235.png,man-hinh-kah-man-hinh-edra-egm27q165p-27-inchqhdips165hz05ms-mh-002050-2050,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2051,MH-002051,Man hinh DELL Màn hình Dell U2723QE (27 inch/UHD/IPS/60Hz/8ms/400 nits/HDMI+DP+USBC) - MH-002051,Man hinh,man-hinh,5500000.00,32,active,https://product.hstatic.net/200000637319/product/64776_dell_u2723qe_75a1db9e705344c9ade4054634aaf1f6.jpg,man-hinh-dell-man-hinh-dell-u2723qe-27-inchuhdips60hz8ms400-nitshdmidpusbc-mh-002051-2051,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2052,MH-002052,"Man hinh LG Màn hình gaming LG UltraGear OLED 32GS95UV-B (32""/ UHD 240Hz - FHD 480Hz/ 0.03ms/ Loa 7Wx2 DTS® Virtual:X™ ) - MH-002052",Man hinh,man-hinh,5670000.00,33,active,https://product.hstatic.net/200000637319/product/image_-_2024-11-18t105623.689_a1f700bb4fd04f91a08fab38b125e2ee.png,man-hinh-lg-man-hinh-gaming-lg-ultragear-oled-32gs95uv-b-32-uhd-240hz-fhd-480hz-003ms-loa-7wx2-dts-virtualx-mh-002052-2052,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
2053,MH-002053,"Man hinh LG Màn hình đồ họa LG 32UN880K-B (31.5""/ USB-C 60W/ 4K/ 5ms/ 60Hz/ 1 tỷ màu) - MH-002053",Man hinh,man-hinh,5840000.00,34,active,https://product.hstatic.net/200000637319/product/image_-_2024-11-18t094916.586_47a930ec2590423087bf9f6a5492f0b9.png,man-hinh-lg-man-hinh-o-hoa-lg-32un880k-b-315-usb-c-60w-4k-5ms-60hz-1-ty-mau-mh-002053-2053,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
